initstates.csv
181440 puzzles
puzzle,d,count
016824537,22,4
016824753,14,2
016825347,22,3
016825473,20,1
016825734,18,2
016827354,24,7
016827435,24,4
016827543,20,2
016832475,16,1
016832547,20,4
016832754,10,2
016834257,20,3
016834572,20,1
016834725,12,1
016835274,18,2
016835427,22,6
016835742,14,1
016837245,22,3
016837452,22,4
016837524,18,1
016842357,22,1
016842573,18,1
016842735,14,1
016843275,14,1
016843527,22,2
016843752,14,2
016845237,20,2
016845372,20,4
016845723,18,1
016847253,20,1
016847325,24,1
016847532,22,1
016852374,16,2
016852437,20,1
016852743,12,1
016853247,18,1
016853472,20,2
016853724,16,2
016854273,20,3
016854327,22,3
016854732,16,1
016857234,24,5
016857342,22,4
016857423,24,3
016872345,20,1
016872453,18,2
016872534,16,2
016873254,16,1
016873425,20,1
016873542,18,2
016874235,18,1
016874352,20,1
016874523,20,4
016875243,22,2
016875324,24,6
016875432,20,2
017234568,22,1
017234685,18,1
017234856,22,1
017235486,20,1
017235648,22,1
017235864,22,2
017236458,24,1
017236584,22,1
017236845,26,8
017238465,24,5
017238546,24,2
017238654,20,1
017243586,24,2
017243658,22,3
017243865,18,3
017245368,24,1
017245683,24,1
017245836,20,1
017246385,26,5
017246538,28,12
017246853,22,1
017248356,28,2
017248563,26,3
017248635,24,4
017253468,24,4
017253684,20,1
017253846,22,6
017254386,22,1
017254638,24,2
017254863,22,2
017256348,28,5
017256483,26,6
017256834,24,1
017258364,26,4
017258436,26,2
017258643,22,1
017263485,22,2
017263548,20,1
017263854,18,1
017264358,26,2
017264583,24,1
017264835,22,1
017265384,26,1
017265438,26,4
017265843,22,1
017268345,28,2
017268453,24,2
017268534,24,1
017283456,26,2
017283564,22,1
017283645,22,1
017284365,24,6
017284536,26,3
017284653,24,4
017285346,26,2
017285463,26,2
017285634,26,3
017286354,26,1
017286435,26,1
017286543,22,1
017324586,26,10
017324658,22,2
017324865,20,2
017325468,22,1
017325684,22,2
017325846,22,1
017326485,24,2
017326548,24,2
017326854,20,5
017328456,26,2
017328564,24,3
017328645,22,1
017342568,24,1
017342685,20,4
017342856,22,3
017345286,22,1
017345628,22,1
017345862,22,2
017346258,26,5
017346582,26,2
017346825,24,2
017348265,24,1
017348526,28,7
017348652,24,5
017352486,22,1
017352648,24,4
017352864,22,1
017354268,24,3
017354682,24,5
017354826,24,6
017356284,22,2
017356428,26,2
017356842,24,1
017358246,28,8
017358462,26,2
017358624,26,3
017362458,26,1
017362584,22,1
017362845,24,2
017364285,22,1
017364528,24,1
017364852,22,3
017365248,28,27
017365482,26,3
017365824,26,4
017368254,26,13
017368425,28,5
017368542,24,1
017382465,24,4
017382546,24,1
017382654,20,1
017384256,24,1
017384562,26,2
017384625,20,1
017385264,24,1
017385426,24,1
017385642,24,4
017386245,26,1
017386452,26,4
017386524,24,3
017423568,24,6
017423685,16,1
017423856,22,6
017425386,24,5
017425638,20,1
017425863,20,2
017426358,28,15
017426583,24,3
017426835,24,7
017428365,26,5
017428536,28,22
017428653,20,1
017432586,22,4
017432658,20,1
017432865,16,2
017435268,22,1
017435682,22,2
017435826,18,1
017436285,24,3
017436528,24,1
017436852,20,1
017438256,26,1
017438562,26,5
017438625,20,1
017452368,26,2
017452683,22,2
017452836,20,1
017453286,20,1
017453628,22,1
017453862,20,3
017456238,26,2
017456382,26,7
017456823,24,1
017458263,24,2
017458326,28,8
017458632,24,2
017462385,22,2
017462538,24,1
017462853,18,1
017463258,24,1
017463582,26,13
017463825,22,6
017465283,26,4
017465328,26,6
017465832,22,1
017468235,26,2
017468352,26,2
017468523,26,3
017482356,26,1
017482563,24,4
017482635,22,2
017483265,20,1
017483526,26,4
017483652,24,5
017485236,24,1
017485362,26,3
017485623,26,7
017486253,24,4
017486325,28,6
017486532,26,6
017523486,20,2
017523648,20,3
017523864,20,1
017524368,26,13
017524683,22,6
017524836,22,2
017526384,24,3
017526438,24,4
017526843,20,2
017528346,28,16
017528463,24,8
017528634,24,3
017532468,22,7
017532684,18,3
017532846,18,2
017534286,22,2
017534628,20,1
017534862,22,1
017536248,26,6
017536482,24,4
017536824,20,1
017538264,24,2
017538426,24,5
017538642,22,2
017542386,24,4
017542638,22,1
017542863,20,1
017543268,24,5
017543682,22,7
017543826,22,4
017546283,26,5
017546328,28,10
017546832,22,1
017548236,26,3
017548362,28,23
017548623,26,9
017562348,26,1
017562483,22,1
017562834,22,1
017563284,22,2
017563428,24,1
017563842,22,5
017564238,26,2
017564382,26,4
017564823,26,11
017568243,26,3
017568324,28,2
017568432,24,1
017582364,24,4
017582436,24,4
017582643,20,1
017583246,22,1
017583462,24,1
017583624,24,5
017584263,26,1
017584326,26,3
017584632,24,2
017586234,26,1
017586342,26,2
017586423,26,2
017623458,22,3
017623584,20,4
017623845,18,1
017624385,22,6
017624538,22,2
017624853,18,4
017625348,24,3
017625483,24,11
017625834,22,4
017628354,24,2
017628435,24,3
017628543,20,2
017632485,20,7
017632548,18,2
017632854,14,2
017634258,24,5
017634582,22,1
017634825,16,1
017635284,22,2
017635428,22,2
017635842,18,1
017638245,22,1
017638452,24,5
017638524,20,1
017642358,24,6
017642583,20,1
017642835,18,1
017643285,18,2
017643528,22,2
017643852,18,4
017645238,24,7
017645382,24,6
017645823,22,2
017648253,22,2
017648325,26,5
017648532,22,1
017652384,20,2
017652438,24,7
017652843,16,1
017653248,22,3
017653482,22,2
017653824,20,3
017654283,24,5
017654328,26,6
017654832,20,2
017658234,26,3
017658342,26,5
017658423,26,9
017682345,24,3
017682453,20,1
017682534,20,2
017683254,18,1
017683425,22,2
017683542,20,1
017684235,22,1
017684352,22,1
017684523,24,7
017685243,24,1
017685324,28,10
017685432,24,2
017823465,20,4
017823546,20,2
017823654,16,2
017824356,24,1
017824563,22,7
017824635,18,1
017825364,24,1
017825436,22,1
017825643,22,4
017826345,26,5
017826453,22,4
017826534,22,5
017832456,20,1
017832564,18,4
017832645,16,1
017834265,20,1
017834526,20,1
017834652,20,2
017835246,22,1
017835462,22,2
017835624,22,5
017836254,20,4
017836425,24,5
017836542,20,1
017842365,22,2
017842536,22,5
017842653,18,2
017843256,22,3
017843562,22,10
017843625,14,1
017845263,24,1
017845326,24,1
017845632,20,2
017846235,24,3
017846352,24,4
017846523,24,2
017852346,22,3
017852463,22,5
017852634,20,3
017853264,22,6
017853426,18,1
017853642,18,3
017854236,20,1
017854362,26,19
017854623,22,3
017856243,22,1
017856324,26,5
017856432,24,5
017862354,22,1
017862435,22,2
017862543,18,1
017863245,20,1
017863452,22,3
017863524,18,1
017864253,22,4
017864325,24,1
017864532,22,3
017865234,24,2
017865342,26,5
017865423,26,10
018234576,20,1
018234657,20,1
018234765,16,2
018235467,24,2
018235674,24,3
018235746,20,4
018236475,24,4
018236547,24,2
018236754,20,4
018237456,28,10
018237564,24,2
018237645,24,2
018243567,26,1
018243675,22,10
018243756,20,2
018245376,20,1
018245637,24,3
018245763,20,1
018246357,24,1
018246573,24,1
018246735,24,2
018247365,24,1
018247536,26,2
018247653,22,3
018253476,22,4
018253647,24,3
018253764,16,1
018254367,26,4
018254673,24,1
018254736,22,3
018256374,24,8
018256437,26,5
018256743,22,1
018257346,28,3
018257463,24,4
018257634,26,1
018263457,26,11
018263574,18,1
018263745,20,2
018264375,20,2
018264537,22,1
018264753,22,2
018265347,26,4
018265473,22,1
018265734,26,12
018267354,24,1
018267435,24,1
018267543,20,1
018273465,18,2
018273546,18,2
018273654,14,1
018274356,26,5
018274563,22,2
018274635,18,1
018275364,26,4
018275436,22,2
018275643,18,1
018276345,28,1
018276453,22,2
018276534,22,2
018324567,24,3
018324675,20,3
018324756,22,3
018325476,18,1
018325647,22,5
018325764,20,3
018326457,22,1
018326574,22,4
018326745,24,9
018327465,22,3
018327546,22,2
018327654,18,2
018342576,22,1
018342657,22,1
018342765,16,2
018345267,22,1
018345672,24,1
018345726,18,1
018346275,20,1
018346527,28,14
018346752,20,2
018347256,24,2
018347562,28,14
018347625,22,1
018352467,26,2
018352674,22,1
018352746,20,2
018354276,20,1
018354627,24,1
018354762,20,1
018356247,26,4
018356472,24,2
018356724,22,1
018357264,20,1
018357426,26,2
018357642,24,1
018362475,20,1
018362547,24,1
018362754,18,1
018364257,24,2
018364572,22,1
018364725,22,3
018365274,22,1
018365427,26,8
018365742,22,1
018367245,24,1
018367452,26,2
018367524,22,1
018372456,24,1
018372564,22,1
018372645,20,1
018374265,20,1
018374526,22,2
018374652,18,1
018375246,24,4
018375462,22,1
018375624,22,1
018376254,24,3
018376425,26,4
018376542,22,1
018423576,20,2
018423657,24,4
018423765,12,1
018425367,24,1
018425673,22,1
018425736,16,1
018426375,24,3
018426537,24,2
018426753,16,1
018427356,26,1
018427563,24,6
018427635,24,3
018432567,26,10
018432675,20,5
018432756,20,4
018435276,18,1
018435627,22,3
018435762,20,2
018436257,24,2
018436572,24,5
018436725,22,3
018437265,24,6
018437526,26,3
018437652,22,4
018452376,24,7
018452637,24,4
018452763,20,4
018453267,24,1
018453672,24,6
018453726,20,2
018456273,20,2
018456327,24,2
018456732,24,5
018457236,26,2
018457362,24,1
018457623,24,1
018462357,26,1
018462573,22,2
018462735,22,3
018463275,16,1
018463527,24,1
018463752,20,1
018465237,22,1
018465372,26,12
018465723,24,1
018467253,22,1
018467325,26,4
018467532,24,2
018472365,22,3
018472536,22,3
018472653,18,2
018473256,24,1
018473562,26,15
018473625,18,3
018475263,24,1
018475326,22,6
018475632,22,5
018476235,26,1
018476352,26,8
018476523,22,3
018523467,24,5
018523674,18,1
018523746,16,2
018524376,22,1
018524637,22,1
018524763,20,6
018526347,24,1
018526473,20,1
018526734,20,2
018527364,22,1
018527436,24,4
018527643,22,2
018532476,20,3
018532647,22,2
018532764,16,3
018534267,22,1
018534672,22,1
018534726,18,2
018536274,22,3
018536427,22,1
018536742,20,2
018537246,24,1
018537462,22,2
018537624,24,3
018542367,24,1
018542673,22,1
018542736,20,3
018543276,20,2
018543627,26,12
018543762,20,3
018546237,26,7
018546372,24,4
018546723,24,4
018547263,26,6
018547326,28,10
018547632,26,5
018562374,22,4
018562437,22,1
018562743,18,1
018563247,24,2
018563472,24,3
018563724,22,2
018564273,24,4
018564327,26,4
018564732,22,1
018567234,28,4
018567342,26,2
018567423,26,2
018572346,24,1
018572463,20,1
018572634,22,3
018573264,22,1
018573426,22,5
018573642,22,3
018574236,24,4
018574362,24,1
018574623,26,20
018576243,26,5
018576324,26,12
018576432,22,1
018623475,16,1
018623547,22,2
018623754,14,1
018624357,24,4
018624573,20,4
018624735,18,1
018625374,22,1
018625437,20,1
018625743,18,1
018627345,24,1
018627453,20,2
018627534,20,1
018632457,22,1
018632574,16,3
018632745,20,4
018634275,18,1
018634527,18,1
018634752,18,1
018635247,22,1
018635472,20,1
018635724,22,3
018637254,20,1
018637425,22,1
018637542,18,1
018642375,20,4
018642537,20,2
018642753,18,1
018643257,24,3
018643572,20,3
018643725,18,1
018645273,22,2
018645327,22,1
018645732,22,1
018647235,26,7
018647352,24,8
018647523,22,1
018652347,24,2
018652473,20,2
018652734,22,3
018653274,18,1
018653427,22,1
018653742,22,4
018654237,24,3
018654372,22,1
018654723,26,18
018657243,24,2
018657324,26,4
018657432,22,1
018672354,20,1
018672435,20,1
018672543,16,1
018673245,20,1
018673452,24,8
018673524,20,3
018674253,22,1
018674325,24,9
018674532,20,1
018675234,24,1
018675342,26,4
018675423,24,3
018723456,18,2
018723564,16,1
018723645,14,1
018724365,20,5
018724536,20,3
018724653,16,3
018725346,20,3
018725463,20,4
018725634,18,1
018726354,22,2
018726435,22,4
018726543,18,3
018732465,16,2
018732546,16,2
018732654,12,2
018734256,20,1
018734562,20,2
018734625,14,1
018735264,20,1
018735426,18,1
018735642,16,1
018736245,24,4
018736452,20,1
018736524,18,1
018742356,22,4
018742563,18,1
018742635,16,1
018743265,18,3
018743526,20,2
018743652,16,2
018745236,20,1
018745362,22,4
018745623,20,2
018746253,22,1
018746325,24,1
018746532,20,1
018752364,18,2
018752436,20,1
018752643,14,1
018753246,22,6
018753462,20,2
018753624,18,1
018754263,22,5
018754326,24,7
018754632,18,1
018756234,24,2
018756342,24,5
018756423,24,5
018762345,22,3
018762453,18,1
018762534,18,2
018763254,18,1
018763425,20,1
018763542,20,5
018764235,20,1
018764352,22,2
018764523,22,5
018765243,22,1
018765324,24,1
018765432,22,3
021345678,24,1
021345786,20,1
021345867,24,5
021346587,24,3
021346758,22,1
021346875,20,1
021347568,28,4
021347685,22,1
021347856,26,6
021348576,26,3
021348657,26,4
021348765,18,1
021354687,20,1
021354768,20,1
021354876,16,1
021356478,28,16
021356784,24,2
021356847,22,1
021357486,26,2
021357648,26,3
021357864,22,2
021358467,30,14
021358674,26,5
021358746,22,2
021364578,24,1
021364785,22,1
021364857,20,2
021365487,22,2
021365748,24,1
021365874,20,1
021367458,26,1
021367584,24,1
021367845,26,5
021368475,24,4
021368547,26,2
021368754,22,6
021374586,22,1
021374658,20,1
021374865,18,1
021375468,22,1
021375684,24,3
021375846,22,2
021376485,26,6
021376548,24,1
021376854,22,1
021378456,26,1
021378564,26,4
021378645,24,5
021384567,24,1
021384675,20,1
021384756,22,3
021385476,18,1
021385647,22,1
021385764,20,1
021386457,22,1
021386574,22,2
021386745,24,3
021387465,22,1
021387546,24,1
021387654,20,1
021435687,22,2
021435768,22,3
021435876,18,1
021436578,26,1
021436785,24,5
021436857,24,4
021437586,26,1
021437658,24,4
021437865,24,14
021438567,30,35
021438675,24,8
021438756,24,7
021453678,24,3
021453786,20,2
021453867,22,1
021456387,24,3
021456738,24,2
021456873,20,2
021457368,26,2
021457683,24,3
021457836,26,3
021458376,26,8
021458637,26,1
021458763,22,4
021463587,24,3
021463758,20,2
021463875,16,2
021465378,26,10
021465783,24,2
021465837,20,1
021467385,26,9
021467538,26,5
021467853,20,1
021468357,28,1
021468573,24,6
021468735,26,14
021473568,24,6
021473685,16,1
021473856,22,2
021475386,22,5
021475638,20,1
021475863,22,1
021476358,26,3
021476583,22,3
021476835,24,1
021478365,24,6
021478536,24,6
021478653,20,5
021483576,20,2
021483657,22,1
021483765,12,1
021485367,24,2
021485673,22,1
021485736,16,1
021486375,22,1
021486537,24,2
021486753,16,1
021487356,26,1
021487563,24,6
021487635,22,1
021534678,24,2
021534786,20,1
021534867,22,1
021536487,24,1
021536748,24,4
021536874,22,8
021537468,26,8
021537684,24,3
021537846,24,2
021538476,24,6
021538647,26,3
021538764,20,3
021543687,22,2
021543768,22,5
021543876,18,2
021546378,26,3
021546783,26,6
021546837,22,1
021547386,28,9
021547638,26,1
021547863,22,1
021548367,28,2
021548673,26,4
021548736,24,6
021563478,24,1
021563784,22,1
021563847,20,2
021564387,22,1
021564738,26,3
021564873,24,10
021567348,28,2
021567483,24,1
021567834,24,2
021568374,26,13
021568437,26,1
021568743,22,1
021573486,20,1
021573648,20,3
021573864,20,2
021574368,26,6
021574683,24,4
021574836,24,3
021576384,24,3
021576438,24,1
021576843,24,4
021578346,28,12
021578463,24,10
021578634,24,3
021583467,24,4
021583674,18,1
021583746,16,2
021584376,22,3
021584637,22,1
021584763,20,3
021586347,24,1
021586473,20,1
021586734,20,2
021587364,26,6
021587436,24,2
021587643,22,2
021634587,22,1
021634758,20,1
021634875,18,2
021635478,24,1
021635784,24,2
021635847,22,3
021637485,24,6
021637548,22,3
021637854,20,2
021638457,26,2
021638574,20,3
021638745,24,9
021643578,22,3
021643785,22,5
021643857,22,6
021645387,22,2
021645738,26,12
021645873,22,3
021647358,26,4
021647583,24,2
021647835,24,3
021648375,22,2
021648537,24,3
021648753,22,2
021653487,24,6
021653748,22,3
021653874,18,2
021654378,24,2
021654783,24,2
021654837,22,1
021657384,24,4
021657438,26,1
021657843,22,1
021658347,28,5
021658473,24,2
021658734,26,8
021673458,22,3
021673584,20,8
021673845,18,1
021674385,20,2
021674538,24,9
021674853,20,1
021675348,24,2
021675483,24,10
021675834,22,1
021678354,24,1
021678435,24,1
021678543,20,1
021683475,16,1
021683547,20,1
021683754,14,1
021684357,26,9
021684573,20,1
021684735,18,1
021685374,22,1
021685437,20,1
021685743,18,1
021687345,24,1
021687453,20,2
021687534,22,1
021734568,22,1
021734685,18,3
021734856,22,2
021735486,22,4
021735648,20,1
021735864,22,1
021736458,24,2
021736584,22,8
021736845,24,2
021738465,20,4
021738546,20,4
021738654,16,2
021743586,22,5
021743658,18,2
021743865,20,6
021745368,22,2
021745683,22,3
021745836,22,1
021746385,24,1
021746538,24,2
021746853,24,7
021748356,26,10
021748563,22,2
021748635,20,3
021753468,22,4
021753684,18,1
021753846,20,1
021754386,20,1
021754638,22,2
021754863,22,2
021756348,26,4
021756483,24,3
021756834,24,4
021758364,22,4
021758436,24,5
021758643,18,1
021763485,20,3
021763548,18,1
021763854,16,1
021764358,24,2
021764583,22,3
021764835,20,3
021765384,24,2
021765438,24,4
021765843,20,1
021768345,26,13
021768453,22,4
021768534,22,5
021783456,18,2
021783564,16,1
021783645,14,1
021784365,20,2
021784536,20,1
021784653,16,1
021785346,20,2
021785463,20,2
021785634,18,1
021786354,24,11
021786435,22,2
021786543,18,1
021834576,20,1
021834657,20,1
021834765,14,1
021835467,22,1
021835674,22,2
021835746,18,2
021836475,20,1
021836547,22,2
021836754,18,5
021837456,24,2
021837564,22,1
021837645,20,1
021843567,24,5
021843675,20,1
021843756,18,1
021845376,18,1
021845637,22,2
021845763,18,1
021846357,24,1
021846573,22,2
021846735,22,4
021847365,24,1
021847536,26,7
021847653,20,1
021853476,20,2
021853647,22,1
021853764,14,1
021854367,24,3
021854673,20,1
021854736,18,1
021856374,20,3
021856437,24,3
021856743,20,3
021857346,26,12
021857463,22,2
021857634,24,5
021863457,22,2
021863574,16,1
021863745,18,2
021864375,16,1
021864537,20,1
021864753,18,1
021865347,22,2
021865473,20,1
021865734,22,3
021867354,22,4
021867435,22,1
021867543,18,1
021873465,16,1
021873546,16,1
021873654,12,1
021874356,22,1
021874563,20,2
021874635,16,2
021875364,24,2
021875436,20,2
021875643,16,1
021876345,24,1
021876453,20,1
021876534,20,3
023145687,10,1
023145768,10,1
023145876,6,1
023146578,18,3
023146785,16,2
023146857,12,1
023147586,16,1
023147658,16,2
023147865,12,1
023148567,20,1
023148675,16,2
023148756,14,1
023154678,16,1
023154786,12,1
023154867,14,2
023156487,12,1
023156748,14,1
023156874,8,1
023157468,16,1
023157684,12,1
023157846,14,1
023158476,16,2
023158647,18,3
023158764,10,1
023164587,14,1
023164758,12,1
023164875,4,1
023165478,14,2
023165784,16,1
023165847,10,1
023167485,14,1
023167548,14,1
023167854,10,1
023168457,18,1
023168574,12,1
023168745,14,1
023174568,14,1
023174685,6,1
023174856,14,1
023175486,10,2
023175648,10,1
023175864,16,1
023176458,14,1
023176584,10,1
023176845,18,3
023178465,12,1
023178546,12,1
023178654,8,1
023184576,16,1
023184657,16,2
023184765,2,1
023185467,14,2
023185674,18,2
023185746,6,1
023186475,16,2
023186547,16,3
023186754,6,1
023187456,18,2
023187564,14,1
023187645,16,2
023415678,18,2
023415786,14,1
023415867,16,1
023416587,20,1
023416758,16,1
023416875,14,1
023417568,24,6
023417685,16,2
023417856,18,1
023418576,24,9
023418657,20,2
023418765,12,1
023451687,22,1
023451768,20,1
023451876,18,1
023456178,18,2
023456781,22,1
023456817,20,4
023457186,20,3
023457618,22,3
023457861,22,1
023458167,22,4
023458671,26,8
023458716,22,3
023461578,22,1
023461785,22,5
023461857,22,5
023465187,14,1
023465718,18,1
023465871,18,1
023467158,18,1
023467581,24,4
023467815,20,2
023468175,14,1
023468517,24,6
023468751,20,1
023471586,20,1
023471658,18,1
023471865,20,4
023475168,16,1
023475681,20,4
023475816,18,5
023476185,16,1
023476518,20,1
023476851,22,3
023478156,20,2
023478561,24,1
023478615,16,1
023481567,24,3
023481675,20,3
023481756,20,5
023485176,12,1
023485617,16,1
023485761,16,1
023486157,16,1
023486571,22,2
